360,num_c1SFWET     , 1/m2/s            ,2D,num_c1 wet deposition flux at surface
361,num_c2DDF       , 1/m2/s            ,2D,num_c2 dry deposition flux at bottom (grav + turb)
362,num_c2SFWET     , 1/m2/s            ,2D,num_c2 wet deposition flux at surface
363,num_c3DDF       , 1/m2/s            ,2D,num_c3 dry deposition flux at bottom (grav + turb)
364,num_c3SFWET     , 1/m2/s            ,2D,num_c3 wet deposition flux at surface
365,num_c4DDF       , 1/m2/s            ,2D,num_c4 dry deposition flux at bottom (grav + turb)
366,num_c4SFWET     , 1/m2/s            ,2D,num_c4 wet deposition flux at surface
367,pom_a1DDF       ,kg/m2/s            ,2D,pom_a1 dry deposition flux at bottom (grav + turb)
368,pom_a1SFWET     ,kg/m2/s            ,2D,Wet deposition flux at surface
369,pom_a1_SRF      ,kg/kg              ,2D,pom_a1 in bottom layer
370,pom_a1_sfgaex1  ,kg/m2/s            ,2D,pom_a1 gas-aerosol-exchange primary column tendency
371,pom_a3DDF       ,kg/m2/s            ,2D,pom_a3 dry deposition flux at bottom (grav + turb)
372,pom_a3SFWET     ,kg/m2/s            ,2D,Wet deposition flux at surface
373,pom_a3_SRF      ,kg/kg              ,2D,pom_a3 in bottom layer
374,pom_a4DDF       ,kg/m2/s            ,2D,pom_a4 dry deposition flux at bottom (grav + turb)
375,pom_a4SFWET     ,kg/m2/s            ,2D,Wet deposition flux at surface
376,pom_a4_CLXF     ,molec/cm2/s        ,2D,vertically intergrated external forcing for pom_a4
377,pom_a4_SRF      ,kg/kg              ,2D,pom_a4 in bottom layer
378,pom_a4_sfgaex1  ,kg/m2/s            ,2D,pom_a4 gas-aerosol-exchange primary column tendency
379,pom_c1DDF       ,kg/m2/s            ,2D,pom_c1 dry deposition flux at bottom (grav + turb)
380,pom_c1SFWET     ,kg/m2/s            ,2D,pom_c1 wet deposition flux at surface
381,pom_c3DDF       ,kg/m2/s            ,2D,pom_c3 dry deposition flux at bottom (grav + turb)
382,pom_c3SFWET     ,kg/m2/s            ,2D,pom_c3 wet deposition flux at surface
383,pom_c4DDF       ,kg/m2/s            ,2D,pom_c4 dry deposition flux at bottom (grav + turb)
384,pom_c4SFWET     ,kg/m2/s            ,2D,pom_c4 wet deposition flux at surface
385,so4_a1DDF       ,kg/m2/s            ,2D,so4_a1 dry deposition flux at bottom (grav + turb)
386,so4_a1SFWET     ,kg/m2/s            ,2D,Wet deposition flux at surface
387,so4_a1_CLXF     ,molec/cm2/s        ,2D,vertically intergrated external forcing for so4_a1
388,so4_a1_SRF      ,kg/kg              ,2D,so4_a1 in bottom layer
389,so4_a1_sfgaex1  ,kg/m2/s            ,2D,so4_a1 gas-aerosol-exchange primary column tendency
390,so4_a2DDF       ,kg/m2/s            ,2D,so4_a2 dry deposition flux at bottom (grav + turb)
391,so4_a2SFWET     ,kg/m2/s            ,2D,Wet deposition flux at surface
392,so4_a2_CLXF     ,molec/cm2/s        ,2D,vertically intergrated external forcing for so4_a2
393,so4_a2_SRF      ,kg/kg              ,2D,so4_a2 in bottom layer
394,so4_a2_sfgaex1  ,kg/m2/s            ,2D,so4_a2 gas-aerosol-exchange primary column tendency
395,so4_a3DDF       ,kg/m2/s            ,2D,so4_a3 dry deposition flux at bottom (grav + turb)
396,so4_a3SFWET     ,kg/m2/s            ,2D,Wet deposition flux at surface
397,so4_a3_SRF      ,kg/kg              ,2D,so4_a3 in bottom layer
398,so4_a3_sfgaex1  ,kg/m2/s            ,2D,so4_a3 gas-aerosol-exchange primary column tendency
399,so4_c1DDF       ,kg/m2/s            ,2D,so4_c1 dry deposition flux at bottom (grav + turb)
400,so4_c1SFWET     ,kg/m2/s            ,2D,so4_c1 wet deposition flux at surface
401,so4_c2DDF       ,kg/m2/s            ,2D,so4_c2 dry deposition flux at bottom (grav + turb)
402,so4_c2SFWET     ,kg/m2/s            ,2D,so4_c2 wet deposition flux at surface
403,so4_c3DDF       ,kg/m2/s            ,2D,so4_c3 dry deposition flux at bottom (grav + turb)
404,so4_c3SFWET     ,kg/m2/s            ,2D,so4_c3 wet deposition flux at surface
405,soa_a1DDF       ,kg/m2/s            ,2D,soa_a1 dry deposition flux at bottom (grav + turb)
406,soa_a1SFWET     ,kg/m2/s            ,2D,Wet deposition flux at surface
407,soa_a1_SRF      ,kg/kg              ,2D,soa_a1 in bottom layer
408,soa_a1_sfgaex1  ,kg/m2/s            ,2D,soa_a1 gas-aerosol-exchange primary column tendency
409,soa_a2DDF       ,kg/m2/s            ,2D,soa_a2 dry deposition flux at bottom (grav + turb)
410,soa_a2SFWET     ,kg/m2/s            ,2D,Wet deposition flux at surface
411,soa_a2_SRF      ,kg/kg              ,2D,soa_a2 in bottom layer
412,soa_a2_sfgaex1  ,kg/m2/s            ,2D,soa_a2 gas-aerosol-exchange primary column tendency
413,soa_a3DDF       ,kg/m2/s            ,2D,soa_a3 dry deposition flux at bottom (grav + turb)
414,soa_a3SFWET     ,kg/m2/s            ,2D,Wet deposition flux at surface
415,soa_a3_SRF      ,kg/kg              ,2D,soa_a3 in bottom layer
416,soa_a3_sfgaex1  ,kg/m2/s            ,2D,soa_a3 gas-aerosol-exchange primary column tendency
417,soa_c1DDF       ,kg/m2/s            ,2D,soa_c1 dry deposition flux at bottom (grav + turb)
418,soa_c1SFWET     ,kg/m2/s            ,2D,soa_c1 wet deposition flux at surface
419,soa_c2DDF       ,kg/m2/s            ,2D,soa_c2 dry deposition flux at bottom (grav + turb)
420,soa_c2SFWET     ,kg/m2/s            ,2D,soa_c2 wet deposition flux at surface
421,soa_c3DDF       ,kg/m2/s            ,2D,soa_c3 dry deposition flux at bottom (grav + turb)
422,soa_c3SFWET     ,kg/m2/s            ,2D,soa_c3 wet deposition flux at surface
